generating_model,attribution_method,image_id,judging_model,fill_strategy,occlusion_level,is_correct
resnet50,saliency,image_00095,mobilenet_v2,gray,95,0
resnet50,saliency,image_00095,mobilenet_v2,blur,5,1
resnet50,saliency,image_00095,mobilenet_v2,blur,10,1
resnet50,saliency,image_00095,mobilenet_v2,blur,15,1
resnet50,saliency,image_00095,mobilenet_v2,blur,20,1
resnet50,saliency,image_00095,mobilenet_v2,blur,25,1
resnet50,saliency,image_00095,mobilenet_v2,blur,30,1
resnet50,saliency,image_00095,mobilenet_v2,blur,35,1
resnet50,saliency,image_00095,mobilenet_v2,blur,40,1
resnet50,saliency,image_00095,mobilenet_v2,blur,45,0
resnet50,saliency,image_00095,mobilenet_v2,blur,50,0
resnet50,saliency,image_00095,mobilenet_v2,blur,55,0
resnet50,saliency,image_00095,mobilenet_v2,blur,60,0
resnet50,saliency,image_00095,mobilenet_v2,blur,65,0
resnet50,saliency,image_00095,mobilenet_v2,blur,70,0
resnet50,saliency,image_00095,mobilenet_v2,blur,75,0
resnet50,saliency,image_00095,mobilenet_v2,blur,80,0
resnet50,saliency,image_00095,mobilenet_v2,blur,85,0
resnet50,saliency,image_00095,mobilenet_v2,blur,90,0
resnet50,saliency,image_00095,mobilenet_v2,blur,95,0
resnet50,saliency,image_00096,mobilenet_v2,gray,5,1
resnet50,saliency,image_00096,mobilenet_v2,gray,10,1
resnet50,saliency,image_00096,mobilenet_v2,gray,15,1
resnet50,saliency,image_00096,mobilenet_v2,gray,20,1
resnet50,saliency,image_00096,mobilenet_v2,gray,25,0
resnet50,saliency,image_00096,mobilenet_v2,gray,30,0
resnet50,saliency,image_00096,mobilenet_v2,gray,35,0
resnet50,saliency,image_00096,mobilenet_v2,gray,40,0
resnet50,saliency,image_00096,mobilenet_v2,gray,45,0
resnet50,saliency,image_00096,mobilenet_v2,gray,50,0
resnet50,saliency,image_00096,mobilenet_v2,gray,55,0
resnet50,saliency,image_00096,mobilenet_v2,gray,60,0
resnet50,saliency,image_00096,mobilenet_v2,gray,65,0
resnet50,saliency,image_00096,mobilenet_v2,gray,70,0
resnet50,saliency,image_00096,mobilenet_v2,gray,75,0
resnet50,saliency,image_00096,mobilenet_v2,gray,80,0
resnet50,saliency,image_00096,mobilenet_v2,gray,85,0
resnet50,saliency,image_00096,mobilenet_v2,gray,90,0
resnet50,saliency,image_00096,mobilenet_v2,gray,95,0
resnet50,saliency,image_00096,mobilenet_v2,blur,5,1
resnet50,saliency,image_00096,mobilenet_v2,blur,10,1
resnet50,saliency,image_00096,mobilenet_v2,blur,15,1
resnet50,saliency,image_00096,mobilenet_v2,blur,20,1
resnet50,saliency,image_00096,mobilenet_v2,blur,25,1
resnet50,saliency,image_00096,mobilenet_v2,blur,30,1
resnet50,saliency,image_00096,mobilenet_v2,blur,35,0
resnet50,saliency,image_00096,mobilenet_v2,blur,40,0
resnet50,saliency,image_00096,mobilenet_v2,blur,45,0
resnet50,saliency,image_00096,mobilenet_v2,blur,50,0
resnet50,saliency,image_00096,mobilenet_v2,blur,55,0
resnet50,saliency,image_00096,mobilenet_v2,blur,60,1
resnet50,saliency,image_00096,mobilenet_v2,blur,65,0
resnet50,saliency,image_00096,mobilenet_v2,blur,70,0
resnet50,saliency,image_00096,mobilenet_v2,blur,75,0
resnet50,saliency,image_00096,mobilenet_v2,blur,80,0
resnet50,saliency,image_00096,mobilenet_v2,blur,85,0
resnet50,saliency,image_00096,mobilenet_v2,blur,90,0
resnet50,saliency,image_00096,mobilenet_v2,blur,95,0
resnet50,saliency,image_00097,mobilenet_v2,gray,5,1
resnet50,saliency,image_00097,mobilenet_v2,gray,10,1
resnet50,saliency,image_00097,mobilenet_v2,gray,15,1
resnet50,saliency,image_00097,mobilenet_v2,gray,20,1
resnet50,saliency,image_00097,mobilenet_v2,gray,25,1
resnet50,saliency,image_00097,mobilenet_v2,gray,30,1
resnet50,saliency,image_00097,mobilenet_v2,gray,35,0
resnet50,saliency,image_00097,mobilenet_v2,gray,40,0
resnet50,saliency,image_00097,mobilenet_v2,gray,45,0
resnet50,saliency,image_00097,mobilenet_v2,gray,50,0
resnet50,saliency,image_00097,mobilenet_v2,gray,55,0
resnet50,saliency,image_00097,mobilenet_v2,gray,60,0
resnet50,saliency,image_00097,mobilenet_v2,gray,65,0
resnet50,saliency,image_00097,mobilenet_v2,gray,70,0
resnet50,saliency,image_00097,mobilenet_v2,gray,75,0
resnet50,saliency,image_00097,mobilenet_v2,gray,80,0
resnet50,saliency,image_00097,mobilenet_v2,gray,85,0
resnet50,saliency,image_00097,mobilenet_v2,gray,90,0
resnet50,saliency,image_00097,mobilenet_v2,gray,95,0
resnet50,saliency,image_00097,mobilenet_v2,blur,5,1
resnet50,saliency,image_00097,mobilenet_v2,blur,10,1
resnet50,saliency,image_00097,mobilenet_v2,blur,15,1
resnet50,saliency,image_00097,mobilenet_v2,blur,20,1
resnet50,saliency,image_00097,mobilenet_v2,blur,25,1
resnet50,saliency,image_00097,mobilenet_v2,blur,30,0
resnet50,saliency,image_00097,mobilenet_v2,blur,35,1
resnet50,saliency,image_00097,mobilenet_v2,blur,40,0
resnet50,saliency,image_00097,mobilenet_v2,blur,45,0
resnet50,saliency,image_00097,mobilenet_v2,blur,50,0
resnet50,saliency,image_00097,mobilenet_v2,blur,55,0
resnet50,saliency,image_00097,mobilenet_v2,blur,60,0
resnet50,saliency,image_00097,mobilenet_v2,blur,65,1
resnet50,saliency,image_00097,mobilenet_v2,blur,70,1
resnet50,saliency,image_00097,mobilenet_v2,blur,75,0
resnet50,saliency,image_00097,mobilenet_v2,blur,80,0
resnet50,saliency,image_00097,mobilenet_v2,blur,85,0
resnet50,saliency,image_00097,mobilenet_v2,blur,90,0
resnet50,saliency,image_00097,mobilenet_v2,blur,95,0
resnet50,saliency,image_00098,mobilenet_v2,gray,5,1
resnet50,saliency,image_00098,mobilenet_v2,gray,10,1
resnet50,saliency,image_00098,mobilenet_v2,gray,15,1
resnet50,saliency,image_00098,mobilenet_v2,gray,20,0
resnet50,saliency,image_00098,mobilenet_v2,gray,25,0
resnet50,saliency,image_00098,mobilenet_v2,gray,30,0
resnet50,saliency,image_00098,mobilenet_v2,gray,35,0
resnet50,saliency,image_00098,mobilenet_v2,gray,40,0
resnet50,saliency,image_00098,mobilenet_v2,gray,45,0
resnet50,saliency,image_00098,mobilenet_v2,gray,50,0
resnet50,saliency,image_00098,mobilenet_v2,gray,55,0
resnet50,saliency,image_00098,mobilenet_v2,gray,60,0
resnet50,saliency,image_00098,mobilenet_v2,gray,65,0
resnet50,saliency,image_00098,mobilenet_v2,gray,70,0
resnet50,saliency,image_00098,mobilenet_v2,gray,75,0
resnet50,saliency,image_00098,mobilenet_v2,gray,80,0
resnet50,saliency,image_00098,mobilenet_v2,gray,85,0
resnet50,saliency,image_00098,mobilenet_v2,gray,90,0
resnet50,saliency,image_00098,mobilenet_v2,gray,95,0
resnet50,saliency,image_00098,mobilenet_v2,blur,5,1
resnet50,saliency,image_00098,mobilenet_v2,blur,10,1
resnet50,saliency,image_00098,mobilenet_v2,blur,15,1
resnet50,saliency,image_00098,mobilenet_v2,blur,20,1
resnet50,saliency,image_00098,mobilenet_v2,blur,25,1
resnet50,saliency,image_00098,mobilenet_v2,blur,30,1
resnet50,saliency,image_00098,mobilenet_v2,blur,35,1
resnet50,saliency,image_00098,mobilenet_v2,blur,40,1
resnet50,saliency,image_00098,mobilenet_v2,blur,45,1
resnet50,saliency,image_00098,mobilenet_v2,blur,50,1
resnet50,saliency,image_00098,mobilenet_v2,blur,55,1
resnet50,saliency,image_00098,mobilenet_v2,blur,60,0
resnet50,saliency,image_00098,mobilenet_v2,blur,65,0
resnet50,saliency,image_00098,mobilenet_v2,blur,70,0
resnet50,saliency,image_00098,mobilenet_v2,blur,75,0
resnet50,saliency,image_00098,mobilenet_v2,blur,80,0
resnet50,saliency,image_00098,mobilenet_v2,blur,85,0
resnet50,saliency,image_00098,mobilenet_v2,blur,90,0
resnet50,saliency,image_00098,mobilenet_v2,blur,95,0
resnet50,saliency,image_00099,mobilenet_v2,gray,5,1
resnet50,saliency,image_00099,mobilenet_v2,gray,10,1
resnet50,saliency,image_00099,mobilenet_v2,gray,15,1
resnet50,saliency,image_00099,mobilenet_v2,gray,20,1
resnet50,saliency,image_00099,mobilenet_v2,gray,25,1
resnet50,saliency,image_00099,mobilenet_v2,gray,30,1
resnet50,saliency,image_00099,mobilenet_v2,gray,35,1
resnet50,saliency,image_00099,mobilenet_v2,gray,40,1
resnet50,saliency,image_00099,mobilenet_v2,gray,45,1
resnet50,saliency,image_00099,mobilenet_v2,gray,50,1
resnet50,saliency,image_00099,mobilenet_v2,gray,55,1
resnet50,saliency,image_00099,mobilenet_v2,gray,60,0
resnet50,saliency,image_00099,mobilenet_v2,gray,65,0
resnet50,saliency,image_00099,mobilenet_v2,gray,70,0
resnet50,saliency,image_00099,mobilenet_v2,gray,75,0
resnet50,saliency,image_00099,mobilenet_v2,gray,80,0
resnet50,saliency,image_00099,mobilenet_v2,gray,85,0
resnet50,saliency,image_00099,mobilenet_v2,gray,90,0
resnet50,saliency,image_00099,mobilenet_v2,gray,95,0
resnet50,saliency,image_00099,mobilenet_v2,blur,5,1
resnet50,saliency,image_00099,mobilenet_v2,blur,10,1
resnet50,saliency,image_00099,mobilenet_v2,blur,15,1
resnet50,saliency,image_00099,mobilenet_v2,blur,20,1
resnet50,saliency,image_00099,mobilenet_v2,blur,25,1
resnet50,saliency,image_00099,mobilenet_v2,blur,30,1
resnet50,saliency,image_00099,mobilenet_v2,blur,35,1
resnet50,saliency,image_00099,mobilenet_v2,blur,40,1
resnet50,saliency,image_00099,mobilenet_v2,blur,45,1
resnet50,saliency,image_00099,mobilenet_v2,blur,50,1
resnet50,saliency,image_00099,mobilenet_v2,blur,55,1
resnet50,saliency,image_00099,mobilenet_v2,blur,60,1
resnet50,saliency,image_00099,mobilenet_v2,blur,65,1
resnet50,saliency,image_00099,mobilenet_v2,blur,70,0
resnet50,saliency,image_00099,mobilenet_v2,blur,75,0
resnet50,saliency,image_00099,mobilenet_v2,blur,80,1
resnet50,saliency,image_00099,mobilenet_v2,blur,85,0
resnet50,saliency,image_00099,mobilenet_v2,blur,90,0
resnet50,saliency,image_00099,mobilenet_v2,blur,95,0
resnet50,saliency,image_00100,mobilenet_v2,gray,5,1
resnet50,saliency,image_00100,mobilenet_v2,gray,10,1
resnet50,saliency,image_00100,mobilenet_v2,gray,15,1
resnet50,saliency,image_00100,mobilenet_v2,gray,20,1
resnet50,saliency,image_00100,mobilenet_v2,gray,25,0
resnet50,saliency,image_00100,mobilenet_v2,gray,30,0
resnet50,saliency,image_00100,mobilenet_v2,gray,35,0
resnet50,saliency,image_00100,mobilenet_v2,gray,40,0
resnet50,saliency,image_00100,mobilenet_v2,gray,45,0
resnet50,saliency,image_00100,mobilenet_v2,gray,50,0
resnet50,saliency,image_00100,mobilenet_v2,gray,55,0
resnet50,saliency,image_00100,mobilenet_v2,gray,60,0
resnet50,saliency,image_00100,mobilenet_v2,gray,65,0
resnet50,saliency,image_00100,mobilenet_v2,gray,70,0
resnet50,saliency,image_00100,mobilenet_v2,gray,75,0
resnet50,saliency,image_00100,mobilenet_v2,gray,80,0
resnet50,saliency,image_00100,mobilenet_v2,gray,85,0
resnet50,saliency,image_00100,mobilenet_v2,gray,90,0
resnet50,saliency,image_00100,mobilenet_v2,gray,95,0
resnet50,saliency,image_00100,mobilenet_v2,blur,5,1
resnet50,saliency,image_00100,mobilenet_v2,blur,10,1
resnet50,saliency,image_00100,mobilenet_v2,blur,15,1
resnet50,saliency,image_00100,mobilenet_v2,blur,20,1
resnet50,saliency,image_00100,mobilenet_v2,blur,25,1
resnet50,saliency,image_00100,mobilenet_v2,blur,30,1
resnet50,saliency,image_00100,mobilenet_v2,blur,35,1
resnet50,saliency,image_00100,mobilenet_v2,blur,40,1
resnet50,saliency,image_00100,mobilenet_v2,blur,45,1
resnet50,saliency,image_00100,mobilenet_v2,blur,50,0
resnet50,saliency,image_00100,mobilenet_v2,blur,55,0
resnet50,saliency,image_00100,mobilenet_v2,blur,60,0
resnet50,saliency,image_00100,mobilenet_v2,blur,65,0
resnet50,saliency,image_00100,mobilenet_v2,blur,70,0
resnet50,saliency,image_00100,mobilenet_v2,blur,75,0
resnet50,saliency,image_00100,mobilenet_v2,blur,80,0
resnet50,saliency,image_00100,mobilenet_v2,blur,85,0
resnet50,saliency,image_00100,mobilenet_v2,blur,90,0
resnet50,saliency,image_00100,mobilenet_v2,blur,95,0
resnet50,saliency,image_00101,mobilenet_v2,gray,5,0
resnet50,saliency,image_00101,mobilenet_v2,gray,10,0
resnet50,saliency,image_00101,mobilenet_v2,gray,15,0
resnet50,saliency,image_00101,mobilenet_v2,gray,20,0
resnet50,saliency,image_00101,mobilenet_v2,gray,25,0
resnet50,saliency,image_00101,mobilenet_v2,gray,30,0
resnet50,saliency,image_00101,mobilenet_v2,gray,35,0
resnet50,saliency,image_00101,mobilenet_v2,gray,40,0
resnet50,saliency,image_00101,mobilenet_v2,gray,45,0
resnet50,saliency,image_00101,mobilenet_v2,gray,50,0
resnet50,saliency,image_00101,mobilenet_v2,gray,55,0
resnet50,saliency,image_00101,mobilenet_v2,gray,60,0
resnet50,saliency,image_00101,mobilenet_v2,gray,65,0
resnet50,saliency,image_00101,mobilenet_v2,gray,70,0
resnet50,saliency,image_00101,mobilenet_v2,gray,75,0
resnet50,saliency,image_00101,mobilenet_v2,gray,80,0
resnet50,saliency,image_00101,mobilenet_v2,gray,85,0
resnet50,saliency,image_00101,mobilenet_v2,gray,90,0
resnet50,saliency,image_00101,mobilenet_v2,gray,95,0
resnet50,saliency,image_00101,mobilenet_v2,blur,5,0
resnet50,saliency,image_00101,mobilenet_v2,blur,10,0
resnet50,saliency,image_00101,mobilenet_v2,blur,15,0
resnet50,saliency,image_00101,mobilenet_v2,blur,20,0
resnet50,saliency,image_00101,mobilenet_v2,blur,25,0
resnet50,saliency,image_00101,mobilenet_v2,blur,30,0
resnet50,saliency,image_00101,mobilenet_v2,blur,35,0
resnet50,saliency,image_00101,mobilenet_v2,blur,40,0
resnet50,saliency,image_00101,mobilenet_v2,blur,45,0
resnet50,saliency,image_00101,mobilenet_v2,blur,50,0
resnet50,saliency,image_00101,mobilenet_v2,blur,55,0
resnet50,saliency,image_00101,mobilenet_v2,blur,60,0
resnet50,saliency,image_00101,mobilenet_v2,blur,65,0
resnet50,saliency,image_00101,mobilenet_v2,blur,70,0
resnet50,saliency,image_00101,mobilenet_v2,blur,75,0
resnet50,saliency,image_00101,mobilenet_v2,blur,80,0
resnet50,saliency,image_00101,mobilenet_v2,blur,85,0
resnet50,saliency,image_00101,mobilenet_v2,blur,90,0
resnet50,saliency,image_00101,mobilenet_v2,blur,95,0
resnet50,saliency,image_00102,mobilenet_v2,gray,5,1
resnet50,saliency,image_00102,mobilenet_v2,gray,10,1
resnet50,saliency,image_00102,mobilenet_v2,gray,15,1
resnet50,saliency,image_00102,mobilenet_v2,gray,20,1
resnet50,saliency,image_00102,mobilenet_v2,gray,25,1
resnet50,saliency,image_00102,mobilenet_v2,gray,30,1
resnet50,saliency,image_00102,mobilenet_v2,gray,35,1
resnet50,saliency,image_00102,mobilenet_v2,gray,40,1
resnet50,saliency,image_00102,mobilenet_v2,gray,45,0
resnet50,saliency,image_00102,mobilenet_v2,gray,50,0
resnet50,saliency,image_00102,mobilenet_v2,gray,55,0
resnet50,saliency,image_00102,mobilenet_v2,gray,60,0
resnet50,saliency,image_00102,mobilenet_v2,gray,65,0
resnet50,saliency,image_00102,mobilenet_v2,gray,70,0
resnet50,saliency,image_00102,mobilenet_v2,gray,75,0
resnet50,saliency,image_00102,mobilenet_v2,gray,80,0
resnet50,saliency,image_00102,mobilenet_v2,gray,85,0
resnet50,saliency,image_00102,mobilenet_v2,gray,90,0
resnet50,saliency,image_00102,mobilenet_v2,gray,95,0
resnet50,saliency,image_00102,mobilenet_v2,blur,5,1
resnet50,saliency,image_00102,mobilenet_v2,blur,10,1
resnet50,saliency,image_00102,mobilenet_v2,blur,15,1
resnet50,saliency,image_00102,mobilenet_v2,blur,20,1
resnet50,saliency,image_00102,mobilenet_v2,blur,25,1
resnet50,saliency,image_00102,mobilenet_v2,blur,30,1
resnet50,saliency,image_00102,mobilenet_v2,blur,35,1
resnet50,saliency,image_00102,mobilenet_v2,blur,40,1
resnet50,saliency,image_00102,mobilenet_v2,blur,45,1
resnet50,saliency,image_00102,mobilenet_v2,blur,50,1
resnet50,saliency,image_00102,mobilenet_v2,blur,55,1
resnet50,saliency,image_00102,mobilenet_v2,blur,60,1
resnet50,saliency,image_00102,mobilenet_v2,blur,65,0
resnet50,saliency,image_00102,mobilenet_v2,blur,70,0
resnet50,saliency,image_00102,mobilenet_v2,blur,75,0
resnet50,saliency,image_00102,mobilenet_v2,blur,80,0
resnet50,saliency,image_00102,mobilenet_v2,blur,85,0
resnet50,saliency,image_00102,mobilenet_v2,blur,90,0
resnet50,saliency,image_00102,mobilenet_v2,blur,95,0
resnet50,saliency,image_00103,mobilenet_v2,gray,5,0
resnet50,saliency,image_00103,mobilenet_v2,gray,10,0
resnet50,saliency,image_00103,mobilenet_v2,gray,15,0
resnet50,saliency,image_00103,mobilenet_v2,gray,20,0
resnet50,saliency,image_00103,mobilenet_v2,gray,25,0
resnet50,saliency,image_00103,mobilenet_v2,gray,30,0
resnet50,saliency,image_00103,mobilenet_v2,gray,35,0
resnet50,saliency,image_00103,mobilenet_v2,gray,40,0
resnet50,saliency,image_00103,mobilenet_v2,gray,45,0
resnet50,saliency,image_00103,mobilenet_v2,gray,50,0
resnet50,saliency,image_00103,mobilenet_v2,gray,55,0
resnet50,saliency,image_00103,mobilenet_v2,gray,60,0
resnet50,saliency,image_00103,mobilenet_v2,gray,65,0
resnet50,saliency,image_00103,mobilenet_v2,gray,70,0
resnet50,saliency,image_00103,mobilenet_v2,gray,75,0
resnet50,saliency,image_00103,mobilenet_v2,gray,80,0
resnet50,saliency,image_00103,mobilenet_v2,gray,85,0
resnet50,saliency,image_00103,mobilenet_v2,gray,90,0
resnet50,saliency,image_00103,mobilenet_v2,gray,95,0
resnet50,saliency,image_00103,mobilenet_v2,blur,5,1
resnet50,saliency,image_00103,mobilenet_v2,blur,10,1
resnet50,saliency,image_00103,mobilenet_v2,blur,15,0
resnet50,saliency,image_00103,mobilenet_v2,blur,20,0
resnet50,saliency,image_00103,mobilenet_v2,blur,25,0
resnet50,saliency,image_00103,mobilenet_v2,blur,30,0
resnet50,saliency,image_00103,mobilenet_v2,blur,35,0
resnet50,saliency,image_00103,mobilenet_v2,blur,40,0
resnet50,saliency,image_00103,mobilenet_v2,blur,45,0
resnet50,saliency,image_00103,mobilenet_v2,blur,50,0
resnet50,saliency,image_00103,mobilenet_v2,blur,55,0
resnet50,saliency,image_00103,mobilenet_v2,blur,60,0
resnet50,saliency,image_00103,mobilenet_v2,blur,65,0
resnet50,saliency,image_00103,mobilenet_v2,blur,70,0
resnet50,saliency,image_00103,mobilenet_v2,blur,75,0
resnet50,saliency,image_00103,mobilenet_v2,blur,80,0
resnet50,saliency,image_00103,mobilenet_v2,blur,85,0
resnet50,saliency,image_00103,mobilenet_v2,blur,90,0
resnet50,saliency,image_00103,mobilenet_v2,blur,95,0
resnet50,saliency,image_00104,mobilenet_v2,gray,5,0
resnet50,saliency,image_00104,mobilenet_v2,gray,10,0
resnet50,saliency,image_00104,mobilenet_v2,gray,15,0
resnet50,saliency,image_00104,mobilenet_v2,gray,20,0
resnet50,saliency,image_00104,mobilenet_v2,gray,25,0
resnet50,saliency,image_00104,mobilenet_v2,gray,30,0
resnet50,saliency,image_00104,mobilenet_v2,gray,35,0
resnet50,saliency,image_00104,mobilenet_v2,gray,40,0
resnet50,saliency,image_00104,mobilenet_v2,gray,45,0
resnet50,saliency,image_00104,mobilenet_v2,gray,50,0
resnet50,saliency,image_00104,mobilenet_v2,gray,55,0
resnet50,saliency,image_00104,mobilenet_v2,gray,60,0
resnet50,saliency,image_00104,mobilenet_v2,gray,65,0
resnet50,saliency,image_00104,mobilenet_v2,gray,70,0
resnet50,saliency,image_00104,mobilenet_v2,gray,75,0
resnet50,saliency,image_00104,mobilenet_v2,gray,80,0
resnet50,saliency,image_00104,mobilenet_v2,gray,85,0
resnet50,saliency,image_00104,mobilenet_v2,gray,90,0
resnet50,saliency,image_00104,mobilenet_v2,gray,95,0
resnet50,saliency,image_00104,mobilenet_v2,blur,5,0
resnet50,saliency,image_00104,mobilenet_v2,blur,10,0
resnet50,saliency,image_00104,mobilenet_v2,blur,15,0
resnet50,saliency,image_00104,mobilenet_v2,blur,20,0
resnet50,saliency,image_00104,mobilenet_v2,blur,25,0
resnet50,saliency,image_00104,mobilenet_v2,blur,30,0
resnet50,saliency,image_00104,mobilenet_v2,blur,35,0
resnet50,saliency,image_00104,mobilenet_v2,blur,40,0
resnet50,saliency,image_00104,mobilenet_v2,blur,45,0
resnet50,saliency,image_00104,mobilenet_v2,blur,50,0
resnet50,saliency,image_00104,mobilenet_v2,blur,55,0
resnet50,saliency,image_00104,mobilenet_v2,blur,60,0
resnet50,saliency,image_00104,mobilenet_v2,blur,65,0
resnet50,saliency,image_00104,mobilenet_v2,blur,70,0
resnet50,saliency,image_00104,mobilenet_v2,blur,75,0
resnet50,saliency,image_00104,mobilenet_v2,blur,80,0
resnet50,saliency,image_00104,mobilenet_v2,blur,85,0
resnet50,saliency,image_00104,mobilenet_v2,blur,90,0
resnet50,saliency,image_00104,mobilenet_v2,blur,95,0
resnet50,saliency,image_00105,mobilenet_v2,gray,5,1
resnet50,saliency,image_00105,mobilenet_v2,gray,10,1
resnet50,saliency,image_00105,mobilenet_v2,gray,15,1
resnet50,saliency,image_00105,mobilenet_v2,gray,20,1
resnet50,saliency,image_00105,mobilenet_v2,gray,25,0
resnet50,saliency,image_00105,mobilenet_v2,gray,30,0
resnet50,saliency,image_00105,mobilenet_v2,gray,35,0
resnet50,saliency,image_00105,mobilenet_v2,gray,40,0
resnet50,saliency,image_00105,mobilenet_v2,gray,45,0
resnet50,saliency,image_00105,mobilenet_v2,gray,50,0
resnet50,saliency,image_00105,mobilenet_v2,gray,55,0
resnet50,saliency,image_00105,mobilenet_v2,gray,60,0
resnet50,saliency,image_00105,mobilenet_v2,gray,65,0
resnet50,saliency,image_00105,mobilenet_v2,gray,70,0
resnet50,saliency,image_00105,mobilenet_v2,gray,75,0
resnet50,saliency,image_00105,mobilenet_v2,gray,80,0
resnet50,saliency,image_00105,mobilenet_v2,gray,85,0
resnet50,saliency,image_00105,mobilenet_v2,gray,90,0
resnet50,saliency,image_00105,mobilenet_v2,gray,95,0
resnet50,saliency,image_00105,mobilenet_v2,blur,5,1
resnet50,saliency,image_00105,mobilenet_v2,blur,10,1
resnet50,saliency,image_00105,mobilenet_v2,blur,15,1
resnet50,saliency,image_00105,mobilenet_v2,blur,20,1
resnet50,saliency,image_00105,mobilenet_v2,blur,25,1
resnet50,saliency,image_00105,mobilenet_v2,blur,30,1
resnet50,saliency,image_00105,mobilenet_v2,blur,35,1
resnet50,saliency,image_00105,mobilenet_v2,blur,40,1
resnet50,saliency,image_00105,mobilenet_v2,blur,45,1
resnet50,saliency,image_00105,mobilenet_v2,blur,50,1
resnet50,saliency,image_00105,mobilenet_v2,blur,55,0
resnet50,saliency,image_00105,mobilenet_v2,blur,60,0
resnet50,saliency,image_00105,mobilenet_v2,blur,65,0
resnet50,saliency,image_00105,mobilenet_v2,blur,70,0
resnet50,saliency,image_00105,mobilenet_v2,blur,75,0
resnet50,saliency,image_00105,mobilenet_v2,blur,80,0
resnet50,saliency,image_00105,mobilenet_v2,blur,85,0
resnet50,saliency,image_00105,mobilenet_v2,blur,90,0
resnet50,saliency,image_00105,mobilenet_v2,blur,95,0
resnet50,saliency,image_00106,mobilenet_v2,gray,5,1
resnet50,saliency,image_00106,mobilenet_v2,gray,10,1
resnet50,saliency,image_00106,mobilenet_v2,gray,15,1
resnet50,saliency,image_00106,mobilenet_v2,gray,20,0
resnet50,saliency,image_00106,mobilenet_v2,gray,25,0
resnet50,saliency,image_00106,mobilenet_v2,gray,30,0
resnet50,saliency,image_00106,mobilenet_v2,gray,35,0
resnet50,saliency,image_00106,mobilenet_v2,gray,40,0
resnet50,saliency,image_00106,mobilenet_v2,gray,45,0
resnet50,saliency,image_00106,mobilenet_v2,gray,50,0
resnet50,saliency,image_00106,mobilenet_v2,gray,55,0
resnet50,saliency,image_00106,mobilenet_v2,gray,60,0
resnet50,saliency,image_00106,mobilenet_v2,gray,65,0
resnet50,saliency,image_00106,mobilenet_v2,gray,70,0
resnet50,saliency,image_00106,mobilenet_v2,gray,75,0
resnet50,saliency,image_00106,mobilenet_v2,gray,80,0
resnet50,saliency,image_00106,mobilenet_v2,gray,85,0
resnet50,saliency,image_00106,mobilenet_v2,gray,90,0
resnet50,saliency,image_00106,mobilenet_v2,gray,95,0
resnet50,saliency,image_00106,mobilenet_v2,blur,5,1
resnet50,saliency,image_00106,mobilenet_v2,blur,10,1
resnet50,saliency,image_00106,mobilenet_v2,blur,15,1
resnet50,saliency,image_00106,mobilenet_v2,blur,20,1
resnet50,saliency,image_00106,mobilenet_v2,blur,25,0
resnet50,saliency,image_00106,mobilenet_v2,blur,30,0
resnet50,saliency,image_00106,mobilenet_v2,blur,35,0
resnet50,saliency,image_00106,mobilenet_v2,blur,40,0
resnet50,saliency,image_00106,mobilenet_v2,blur,45,0
resnet50,saliency,image_00106,mobilenet_v2,blur,50,0
resnet50,saliency,image_00106,mobilenet_v2,blur,55,0
resnet50,saliency,image_00106,mobilenet_v2,blur,60,0
resnet50,saliency,image_00106,mobilenet_v2,blur,65,0
resnet50,saliency,image_00106,mobilenet_v2,blur,70,0
resnet50,saliency,image_00106,mobilenet_v2,blur,75,0
resnet50,saliency,image_00106,mobilenet_v2,blur,80,0
resnet50,saliency,image_00106,mobilenet_v2,blur,85,0
resnet50,saliency,image_00106,mobilenet_v2,blur,90,0
resnet50,saliency,image_00106,mobilenet_v2,blur,95,0
resnet50,saliency,image_00107,mobilenet_v2,gray,5,0
resnet50,saliency,image_00107,mobilenet_v2,gray,10,0
resnet50,saliency,image_00107,mobilenet_v2,gray,15,0
resnet50,saliency,image_00107,mobilenet_v2,gray,20,0
resnet50,saliency,image_00107,mobilenet_v2,gray,25,0
resnet50,saliency,image_00107,mobilenet_v2,gray,30,0
resnet50,saliency,image_00107,mobilenet_v2,gray,35,0
resnet50,saliency,image_00107,mobilenet_v2,gray,40,0
resnet50,saliency,image_00107,mobilenet_v2,gray,45,0
resnet50,saliency,image_00107,mobilenet_v2,gray,50,0
resnet50,saliency,image_00107,mobilenet_v2,gray,55,0
resnet50,saliency,image_00107,mobilenet_v2,gray,60,0
resnet50,saliency,image_00107,mobilenet_v2,gray,65,0
resnet50,saliency,image_00107,mobilenet_v2,gray,70,0
resnet50,saliency,image_00107,mobilenet_v2,gray,75,0
resnet50,saliency,image_00107,mobilenet_v2,gray,80,0
resnet50,saliency,image_00107,mobilenet_v2,gray,85,0
resnet50,saliency,image_00107,mobilenet_v2,gray,90,0
resnet50,saliency,image_00107,mobilenet_v2,gray,95,0
resnet50,saliency,image_00107,mobilenet_v2,blur,5,0
resnet50,saliency,image_00107,mobilenet_v2,blur,10,0
resnet50,saliency,image_00107,mobilenet_v2,blur,15,0
resnet50,saliency,image_00107,mobilenet_v2,blur,20,0
resnet50,saliency,image_00107,mobilenet_v2,blur,25,0
resnet50,saliency,image_00107,mobilenet_v2,blur,30,0
resnet50,saliency,image_00107,mobilenet_v2,blur,35,0
resnet50,saliency,image_00107,mobilenet_v2,blur,40,0
